Age,Gender,OrderedItem,When,Order Type,,
15,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
25,0,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
29,1,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
37,0,Chips,Afternoon,Take Away,,
1,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
25,0,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
30,0,Chips,Afternoon,Take Away,,
30,0,Chips,Afternoon,Take Away,,
5,0,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
27,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
23,1,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
27,0,Chips,Afternoon,Take Away,,
5,0,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
8,1,Chips,Afternoon,Take Away,,
8,1,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
12,1,Chips,Afternoon,Take Away,,
5,1,Chips,Afternoon,Take Away,,
13,1,Chips,Afternoon,Take Away,,
8,1,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
10,0,Chips,Afternoon,Take Away,,
10,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
13,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
36,1,Chips,Afternoon,Take Away,,
42,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
23,1,Chips,Afternoon,Take Away,,
38,1,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
21,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
52,1,Chips,Afternoon,Take Away,,
43,0,Chips,Afternoon,Take Away,,
44,0,Chips,Afternoon,Take Away,,
66,0,Chips,Afternoon,Take Away,,
35,1,Chips,Afternoon,Take Away,,
52,1,Chips,Afternoon,Take Away,,
35,0,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
45,1,Chips,Afternoon,Take Away,,
30,0,Chips,Afternoon,Take Away,,
37,0,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
35,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
25,1,Chips,Afternoon,Take Away,,
29,0,Chips,Afternoon,Take Away,,
26,0,Chips,Afternoon,Take Away,,
23,1,Chips,Afternoon,Take Away,,
26,1,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
26,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
21,1,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
17,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
36,1,Chips,Afternoon,Take Away,,
35,1,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
27,1,Chips,Afternoon,Take Away,,
28,1,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
27,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
36,0,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
28,1,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
25,1,Chips,Afternoon,Take Away,,
25,0,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
17,0,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
13,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
8,1,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
30,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
25,1,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
24,0,Chips,Afternoon,Take Away,,
25,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
13,1,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
29,0,Chips,Afternoon,Take Away,,
29,0,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
10,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
13,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
38,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
25,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
17,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
38,0,Chips,Afternoon,Take Away,,
40,0,Chips,Afternoon,Take Away,,
23,1,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
27,1,Chips,Afternoon,Take Away,,
20,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
21,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
18,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
13,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
15,1,Chips,Afternoon,Take Away,,
12,1,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
14,1,Chips,Afternoon,Take Away,,
12,1,Chips,Afternoon,Take Away,,
12,1,Chips,Afternoon,Take Away,,
17,0,Chips,Afternoon,Take Away,,
15,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
11,0,Chips,Afternoon,Take Away,,
10,0,Chips,Afternoon,Take Away,,
11,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Take Away,,
22,1,Chips,Afternoon,Take Away,,
34,0,Chips,Afternoon,Take Away,,
21,1,Chips,Afternoon,Take Away,,
24,1,Chips,Afternoon,Take Away,,
22,0,Chips,Afternoon,Take Away,,
25,0,Chips,Afternoon,Take Away,,
14,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
17,0,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
17,1,Chips,Afternoon,Take Away,,
19,0,Chips,Afternoon,Take Away,,
16,0,Chips,Afternoon,Take Away,,
35,0,Chips,Afternoon,Take Away,,
29,1,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
21,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
23,0,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
19,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
12,0,Chips,Afternoon,Take Away,,
18,1,Chips,Afternoon,Take Away,,
21,1,Chips,Afternoon,Take Away,,
16,1,Chips,Afternoon,Take Away,,
20,0,Chips,Afternoon,Take Away,,
10,1,Chips,Afternoon,Eat In,,
9,0,Chips,Afternoon,Eat In,,
15,1,Chips,Afternoon,Eat In,,
20,0,Chips,Afternoon,Eat In,,
19,0,Chips,Afternoon,Eat In,,
16,1,Chips,Afternoon,Eat In,,
17,0,Chips,Afternoon,Eat In,,
11,1,Chips,Afternoon,Eat In,,
11,1,Chips,Afternoon,Eat In,,
13,0,Chips,Afternoon,Eat In,,
12,0,Chips,Afternoon,Eat In,,
11,1,Chips,Afternoon,Eat In,,
19,0,Chips,Afternoon,Eat In,,
13,1,Chips,Afternoon,Eat In,,
18,0,Chips,Afternoon,Eat In,,
16,1,Chips,Afternoon,Eat In,,
18,0,Chips,Afternoon,Eat In,,
19,0,Chips,Afternoon,Eat In,,
25,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
8,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
9,0,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
8,0,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
6,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
27,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
25,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
9,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
26,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
33,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
26,0,Chips,Noon,Eat In,,
26,0,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
29,1,Chips,Noon,Eat In,,
27,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
27,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
28,0,Chips,Noon,Eat In,,
27,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
29,0,Chips,Noon,Eat In,,
31,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
28,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
25,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
28,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
25,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
28,0,Chips,Noon,Eat In,,
27,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
35,1,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
26,0,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
25,0,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
31,1,Chips,Noon,Eat In,,
29,0,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
29,1,Chips,Noon,Eat In,,
22,1,Chips,Noon,Eat In,,
35,1,Chips,Noon,Eat In,,
35,0,Chips,Noon,Eat In,,
8,1,Chips,Noon,Eat In,,
8,1,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
28,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
25,0,Chips,Noon,Eat In,,
27,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
26,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
31,1,Chips,Noon,Eat In,,
9,1,Chips,Noon,Eat In,,
8,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
11,0,Chips,Noon,Eat In,,
8,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
7,1,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
22,1,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
8,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
8,1,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
27,0,Chips,Noon,Eat In,,
9,0,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
23,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
19,1,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
25,1,Chips,Noon,Eat In,,
32,1,Chips,Noon,Eat In,,
28,1,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
7,0,Chips,Noon,Eat In,,
12,0,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
31,1,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
22,1,Chips,Noon,Eat In,,
33,1,Chips,Noon,Eat In,,
7,0,Chips,Noon,Eat In,,
6,0,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
14,0,Chips,Noon,Eat In,,
17,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
16,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
26,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
21,1,Chips,Noon,Eat In,,
28,0,Chips,Noon,Eat In,,
25,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
16,1,Chips,Noon,Eat In,,
15,1,Chips,Noon,Eat In,,
12,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
24,1,Chips,Noon,Eat In,,
18,1,Chips,Noon,Eat In,,
19,0,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
18,0,Chips,Noon,Eat In,,
17,0,Chips,Noon,Eat In,,
23,0,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
24,0,Chips,Noon,Eat In,,
22,0,Chips,Noon,Eat In,,
22,1,Chips,Noon,Eat In,,
25,1,Chips,Noon,Eat In,,
21,0,Chips,Noon,Eat In,,
3,1,Chips,Noon,Eat In,,
4,1,Chips,Noon,Eat In,,
7,1,Chips,Noon,Eat In,,
13,1,Chips,Noon,Eat In,,
10,1,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
13,0,Chips,Noon,Eat In,,
20,0,Chips,Noon,Eat In,,
11,1,Chips,Noon,Eat In,,
10,0,Chips,Noon,Eat In,,
15,0,Chips,Noon,Eat In,,
14,1,Chips,Noon,Eat In,,
20,1,Chips,Noon,Eat In,,
